offset	bank	bank_offset	address	length	ascii_ratio	high_byte_ratio	entropy	sample_hex	sample_ascii_lossy
0x008436	0x02	0x0436	0x4436	82	0.402	0.378	3.584	255c5c5c548c8c8c8c8c8f8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c5c5c673d3d5c	%\\\T.....................\\g==\\\\_6hhhhhh.N.........56hh0hhhX.
0x008489	0x02	0x0489	0x4489	145	0.807	0.083	3.528	07070702076868682e28282e2828282f286868686868686868686868155c1380	.....hhh.((.(((/(hhhhhhhhhhh.\............%\.%hhhhhhhhhhhhh..kkk
0x008529	0x02	0x0529	0x4529	13	0.077	0.0	2.931	030b030d030e030f052008010b	......... ...
0x00853B	0x02	0x053B	0x453B	27	0.074	0.0	3.468	120b120e121113021303130a130b1314131613211328150c151716	...................!.(.....
0x008563	0x02	0x0563	0x4563	13	0.0	0.0	2.507	1b041b051b061b071b081b0a1c	.............
0x008571	0x02	0x0571	0x4571	17	0.235	0.294	3.69	1d011d1e200b2106210f2110f5d5e894c5	.... .!.!.!......
0x008583	0x02	0x0583	0x4583	10	0.3	0.4	3.322	5fd5e5d1e12119450108	_....!.E..
0x008592	0x02	0x0592	0x4592	10	0.4	0.4	3.122	03d5e5d1e1212145015c	.....!!E.\
0x00859D	0x02	0x059D	0x459D	15	0.2	0.533	3.907	cd0836afeaa5c7c1c50c0dc2134621	..6..........F!
0x0085B6	0x02	0x05B6	0x45B6	36	0.611	0.389	2.986	cd753830c8cd75382ec8cd75382cc8cd753828c8cd753826c8cd753822c8cd75	".u80..u8...u8,..u8(..u8&..u8""..u8$.!"
0x0085FC	0x02	0x05FC	0x45FC	32	0.406	0.562	3.992	cd75382ac8afea4dc8ea4cc8ea4bc83e01ea4ac8c39346cd953824c8cd937e21	.u8*...M..L..K.>..J...F..8$...~!
0x00861E	0x02	0x061E	0x461E	14	0.5	0.5	3.182	cd753824c8cd953822c8cd937e21	".u8$...8""...~!"
0x00862E	0x02	0x062E	0x462E	14	0.5	0.5	3.182	cd753822c8cd953826c8cd937e21	".u8""...8&...~!"
0x00863E	0x02	0x063E	0x463E	14	0.5	0.5	3.182	cd753826c8cd953828c8cd937e21	.u8&...8(...~!
0x00864E	0x02	0x064E	0x464E	14	0.5	0.5	3.182	cd753828c8cd95382cc8cd937e21	.u8(...8,...~!
0x00865E	0x02	0x065E	0x465E	14	0.5	0.5	3.182	cd75382cc8cd95382ec8cd937e21	.u8,...8....~!
0x00866E	0x02	0x066E	0x466E	14	0.5	0.5	3.182	cd75382ec8cd95382ac8cd937e21	.u8....8*...~!
0x00867E	0x02	0x067E	0x467E	14	0.5	0.5	3.182	cd75382ac8cd95385dc8cd937e21	.u8*...8]...~!
0x00868E	0x02	0x068E	0x468E	16	0.688	0.25	3.578	cd75385dc8211ac2363123369523367b	.u8].!..61#6.#6{
0x0086AD	0x02	0x06AD	0x46AD	10	0.5	0.4	3.122	02cd837ecd753824c821	...~.u8$.!
0x0086B8	0x02	0x06B8	0x46B8	11	0.455	0.455	3.278	02cd837ecd753822c82180	"...~.u8"".!."
0x0086C4	0x02	0x06C4	0x46C4	10	0.5	0.5	3.122	cd837ecd753826c82180	..~.u8&.!.
0x0086CF	0x02	0x06CF	0x46CF	10	0.5	0.5	3.122	cd837ecd753844c821e0	..~.u8D.!.
0x0086DA	0x02	0x06DA	0x46DA	8	0.5	0.5	2.75	cd837ecd75385dc8	..~.u8].
0x0086E7	0x02	0x06E7	0x46E7	9	0.556	0.111	3.17	213644197ee6075f16	!6D.~.._.
0x0086F9	0x02	0x06F9	0x46F9	12	0.417	0.25	3.585	677ecd594d3e07ea1ac20103	g~.YM>......
0x00870B	0x02	0x070B	0x470B	9	0.667	0.111	3.17	213644197ee6076f26	!6D.~..o&
0x008722	0x02	0x0722	0x4722	16	0.438	0.438	3.703	68cd8414212807e5cd837ecd75385bc8	h...!(....~.u8[.
0x008733	0x02	0x0733	0x4733	36	0.278	0.556	4.538	6a7ec607ea1ac2c1cd95385bc8e5cd68386dd1cdac14cd95385bc811a80219d5	j~........8[...h8m......8[.........!
0x008758	0x02	0x0758	0x4758	18	0.389	0.278	3.684	0419e5215401cd837ecd753842c80154011e	...!T...~.u8B..T..
0x00876B	0x02	0x076B	0x476B	8	0.25	0.625	2.75	cd953842c8cd8704	..8B....
0x008774	0x02	0x0774	0x4774	11	0.273	0.727	3.278	dac7b7c28447cd2877afcd	.....G.(w..
0x0087EA	0x02	0x07EA	0x47EA	9	0.333	0.444	3.17	cd953844c8193601c3	..8D..6..
0x0087F4	0x02	0x07F4	0x47F4	9	0.333	0.444	2.725	470303c3aa47cdba49	G....G..I
0x008806	0x02	0x0806	0x4806	13	0.308	0.538	3.547	047ecd9161d1cd953826c80180	.~..a...8&...
0x008814	0x02	0x0814	0x4814	39	0.385	0.538	4.037	cd7e04cd953842c8cd937ecd953844c8cd937ecd95385bc8cd937ec1c50c0dc2	.~...8B...~..8D...~..8[...~.....hH!..n&
0x008842	0x02	0x0842	0x4842	16	0.562	0.438	3.703	cd7937cd837ecd753830c821d6c26e26	.y7..~.u80.!..n&
0x008860	0x02	0x0860	0x4860	8	0.25	0.625	2.75	cd953830c8cd8704	..80....
0x00886D	0x02	0x086D	0x486D	9	0.333	0.667	2.948	e7c7cd5875afcdad7e	...Xu...~
0x00887B	0x02	0x087B	0x487B	72	0.375	0.528	4.671	213644197e0608cdcf36ea67c8afea37c8ea36c8ea35c8ea34c8ea33c8ea32c8	!6D.~....6.g...7..6..5..4..3..2..!...:...X.......H.Yb..p..l..w./
0x0088C4	0x02	0x08C4	0x48C4	15	0.6	0.267	3.323	cd7c7f211ac236262336ad233671cd	.|.!..6&#6.#6q.
0x0088D4	0x02	0x08D4	0x48D4	18	0.611	0.222	3.503	033e01cd5475211ac236362336aa233659cd	.>..Tu!..66#6.#6Y.
0x0088EA	0x02	0x08EA	0x48EA	17	0.765	0.176	3.382	3e40cd5141211ac2363623362c23365ecd	>@.QA!..66#6,#6^.
0x0088FC	0x02	0x08FC	0x48FC	21	0.381	0.524	3.785	03cd95382ec87db4ca0f49cd95382ec8cd937ec179	...8..}...I..8....~.y
0x008920	0x02	0x0920	0x4920	8	0.5	0.375	2.75	38c8cd6a5acd6504	8..jZ.e.
0x008936	0x02	0x0936	0x4936	9	0.222	0.778	3.17	e7c7cd9f73c1ea38c8	....s..8.
0x008944	0x02	0x0944	0x4944	9	0.444	0.444	3.17	c24c493e02ea38c8cd	.LI>..8..
0x00894E	0x02	0x094E	0x494E	9	0.444	0.444	3.17	4ccde57f21d6c26e26	L...!..n&
0x008958	0x02	0x0958	0x4958	13	0.846	0.0	3.393	295d5429197d2f6f7c2f672311	)]T).}/o|/g#.
0x008967	0x02	0x0967	0x4967	11	0.545	0.364	3.459	19cd753868c821d6c26e26	..u8h.!..n&
0x00897B	0x02	0x097B	0x497B	11	0.545	0.364	3.278	19cd75386ec821d6c26e26	..u8n.!..n&
0x008987	0x02	0x0987	0x4987	13	0.846	0.0	3.393	5d542929197d2f6f7c2f672311	]T)).}/o|/g#.
0x008996	0x02	0x0996	0x4996	11	0.545	0.364	3.459	19cd75386cc821d6c26e26	..u8l.!..n&
0x0089A2	0x02	0x09A2	0x49A2	14	0.786	0.0	3.522	5d542929197d2f6f7c2f67231106	]T)).}/o|/g#..
0x0089B1	0x02	0x09B1	0x49B1	12	0.333	0.583	3.585	19cd75386ac8e870c9c5d5e5	..u8j..p....
0x0089C2	0x02	0x09C2	0x49C2	25	0.16	0.72	3.559	5cc86701a802097dea8cc87cea8dc8afea89c8ea90c8ea91c8	\.g....}...|.............
0x0089E5	0x02	0x09E5	0x49E5	19	0.368	0.421	3.616	027cb838057db9d25c4be5cb3ccb1dcb3ccb1d	.|.8.}..\K..<...<..
0x008A0D	0x02	0x0A0D	0x4A0D	15	0.4	0.533	3.19	8dc84729092a4fea8ec82a47ea8fc8	..G).*O...*G...
0x008A3A	0x02	0x0A3A	0x4A3A	15	0.467	0.467	3.19	5cc84729092a4fea8ec82a47ea8fc8	\.G).*O...*G...
0x008A60	0x02	0x0A60	0x4A60	19	0.526	0.105	3.616	1120043e3918023e06ea1ac260692929292911	. .>9..>....`i)))).
0x008A8D	0x02	0x0A8D	0x4A8D	11	0.364	0.455	3.096	89c83cea89c81816606929	..<.....`i)
0x008A9D	0x02	0x0A9D	0x4A9D	14	0.429	0.5	3.182	5cc857192a4fea8ec82a47ea8fc8	\.W.*O...*G...
0x008AB9	0x02	0x0AB9	0x4AB9	8	0.625	0.25	2.5	8dc857192a5f2a57	..W.*_*W
0x008AC6	0x02	0x0AC6	0x4AC6	12	0.333	0.5	3.418	43c867197ec690ea8bc81837	C.g.~......7
0x008ADF	0x02	0x0ADF	0x4ADF	17	0.471	0.471	3.455	8dc84729092a4fea8ec82a47ea8fc86069	..G).*O...*G...`i
0x008AF5	0x02	0x0AF5	0x4AF5	16	0.5	0.438	3.328	5cc84729092a4fea8ec82a47ea8fc83e	\.G).*O...*G...>
0x008B1B	0x02	0x0B1B	0x4B1B	8	0.375	0.5	3.0	8bc8773e36ea1ac2	..w>6...
0x008B28	0x02	0x0B28	0x4B28	9	0.444	0.333	3.17	8fc86701b84c09545d	..g..L.T]
0x008B4D	0x02	0x0B4D	0x4B4D	20	0.2	0.7	3.884	91c8470379ea90c878ea91c8c3db49e1d1c1c901	..G.y...x.....I.....
0x008B68	0x02	0x0B68	0x4B68	22	0.5	0.455	4.369	cd2836d2d74b696029d5e5d1e1cd95385dc8195e2356	.(6..Ki`)......8]..^#V
0x008B82	0x02	0x0B82	0x4B82	19	0.368	0.474	3.616	11c2ae4bc53e39ea1ac2d5e5d1e12929292911	...K.>9.......)))).
0x008B96	0x02	0x0B96	0x4B96	10	0.7	0.1	2.522	4019e569602929292911	@..i`)))).
0x008BA7	0x02	0x0BA7	0x4BA7	22	0.273	0.545	4.096	cd9814c1c3d34bc53e06ea1ac2d5e5d1e12929292911	......K.>........)))).
0x008BBE	0x02	0x0BBE	0x4BBE	10	0.7	0.1	2.522	4019e569602929292911	@..i`)))).
0x008BCF	0x02	0x0BCF	0x4BCF	14	0.286	0.571	3.664	cd9814c103c3634bc9f5c5cd2877	......cK....(w
0x008BDE	0x02	0x0BDE	0x4BDE	12	0.0	0.833	2.355	d8c287878787ea0dc2ea0cc2	............
0x008BEB	0x02	0x0BEB	0x4BEB	13	0.0	0.846	2.565	d9c287878787ea0fc2ea0ec2f3	.............
0x008C0E	0x02	0x0C0E	0x4C0E	8	0.625	0.375	3.0	7e2172c7bed2464c	~!r...FL
0x008C1B	0x02	0x0C1B	0x4C1B	21	0.429	0.333	4.071	295d54294d44291909d5e5d1e1cd953874c7191106	)]T)MD)........8t....
0x008C4A	0x02	0x0C4A	0x4C4A	9	0.333	0.667	2.948	ebc221bec7beca594c	..!....YL
0x008C5A	0x02	0x0C5A	0x4C5A	18	0.5	0.444	3.684	dac7b7c2954c211ac236262336a7233663cd	.....L!..6&#6.#6c.
0x008C7F	0x02	0x0C7F	0x4C7F	9	0.444	0.444	3.17	38c8cd6a5ac38f4c1e	8..jZ..L.
0x008C8A	0x02	0x0C8A	0x4C8A	23	0.522	0.435	4.023	38c8cd8d5dcd9576c3f74c211ac236262336a7233663cd	8...]..v..L!..6&#6.#6c.
0x008CB4	0x02	0x0CB4	0x4CB4	9	0.444	0.444	3.17	38c8cd6a5ac3c44c1e	8..jZ..L.
0x008CC8	0x02	0x0CC8	0x4CC8	15	0.6	0.2	3.457	11caf04c211ac2363123367f23367c	...L!..61#6.#6|
0x008CDC	0x02	0x0CDC	0x4CDC	13	0.615	0.077	3.181	03211ac236182336242336540e	.!..6.#6$#6T.
0x008CF4	0x02	0x0CF4	0x4CF4	8	0.25	0.5	2.75	cd3576c1c1c9180c	.5v.....
0x008D1C	0x02	0x0D1C	0x4D1C	19	0.368	0.579	3.406	29292929d5e5d1e1cd95382ac819d5e5d1e121	))))......8*......!
0x008D34	0x02	0x0D34	0x4D34	11	0.091	0.636	3.096	cd5414cde57fc9c5d5e506	.T.........
0x008D48	0x02	0x0D48	0x4D48	30	0.3	0.533	4.548	45c867093e0177e11b7bb220ebe1d1c1c9c5c5c5f53e0aea1ac2f1f56f26	E.g.>.w..{. .........>......o&
0x008D92	0x02	0x0D92	0x4D92	12	0.5	0.5	3.189	cd7937e5cd837ecd753828c8	.y7...~.u8(.
0x008D9F	0x02	0x0D9F	0x4D9F	26	0.269	0.538	4.364	047ec60aea1ac2e1e54d44cd953828c8e5cd2b38d1cdac140180	.~.......MD..8(...+8......
0x008DBC	0x02	0x0DBC	0x4DBC	24	0.5	0.458	3.835	cd953844c8cd8704cd953828c84d44e15d546960cd3b4df1	..8D......8(.MD.]Ti`.;M.
0x008DDA	0x02	0x0DDA	0x4DDA	9	0.333	0.667	3.17	8fcaec4dcd953844c8	...M..8D.
0x008DE9	0x02	0x0DE9	0x4DE9	21	0.381	0.429	3.975	193601cd953844c83601c1c1c1c93e50210cc2966f	.6...8D.6.....>P!...o
0x008DFF	0x02	0x0DFF	0x4DFF	19	0.263	0.632	3.722	32c88787878785c610eacbc23e50210ec2966f	2...........>P!...o
0x008E13	0x02	0x0E13	0x4E13	32	0.312	0.656	4.265	33c88787878785c608eaccc2c9cd95385dc87db4ca3a4ecd95385dc8cd937e21	3..............8].}..:N..8]...~!
0x008E35	0x02	0x0E35	0x4E35	24	0.5	0.5	3.689	cd75385dc8cd953824c87db4ca544ecd953824c8cd937e21	.u8]...8$.}..TN..8$...~!
0x008E4F	0x02	0x0E4F	0x4E4F	24	0.5	0.5	3.689	cd753824c8cd953822c87db4ca6e4ecd953822c8cd937e21	".u8$...8"".}..nN..8""...~!"
0x008E69	0x02	0x0E69	0x4E69	24	0.458	0.542	3.689	cd753822c8cd953826c87db4ca884ecd953826c8cd937e21	".u8""...8&.}...N..8&...~!"
0x008E83	0x02	0x0E83	0x4E83	24	0.458	0.542	3.689	cd753826c8cd953828c87db4caa24ecd953828c8cd937e21	.u8&...8(.}...N..8(...~!
0x008E9D	0x02	0x0E9D	0x4E9D	24	0.458	0.542	3.689	cd753828c8cd953830c87db4cabc4ecd953830c8cd937e21	.u8(...80.}...N..80...~!
0x008EB7	0x02	0x0EB7	0x4EB7	24	0.458	0.542	3.689	cd753830c8cd95382ac87db4cad64ecd95382ac8cd937e21	.u80...8*.}...N..8*...~!
0x008ED1	0x02	0x0ED1	0x4ED1	24	0.458	0.542	3.689	cd75382ac8cd95382cc87db4caf04ecd95382cc8cd937e21	.u8*...8,.}...N..8,...~!
0x008EEB	0x02	0x0EEB	0x4EEB	24	0.458	0.5	3.689	cd75382cc8cd95382ec87db4ca0a4fcd95382ec8cd937e21	.u8,...8..}...O..8....~!
0x008F05	0x02	0x0F05	0x4F05	24	0.5	0.5	3.804	cd75382ec8cd95387ac77db4ca244fcd95387ac7cd937e21	.u8....8z.}..$O..8z...~!
0x008F1F	0x02	0x0F1F	0x4F1F	24	0.5	0.5	3.689	cd75387ac7cd953878c77db4ca3e4fcd953878c7cd937e21	.u8z...8x.}..>O..8x...~!
0x008F39	0x02	0x0F39	0x4F39	24	0.5	0.5	3.689	cd753878c7cd953874c77db4ca584fcd953874c7cd937e21	.u8x...8t.}..XO..8t...~!
0x008F53	0x02	0x0F53	0x4F53	24	0.5	0.5	3.689	cd753874c7cd953876c77db4ca724fcd953876c7cd937e21	.u8t...8v.}..rO..8v...~!
0x008F6D	0x02	0x0F6D	0x4F6D	18	0.333	0.556	4.17	cd753876c7c9e8d0f040e680c27f4fc31551	.u8v.....@....O..Q
0x008F80	0x02	0x0F80	0x4F80	19	0.263	0.632	3.682	cdc2b7ca8b4f3e98c38d4f3e9cea10c23e01cd	.....O>...O>....>..
0x008FAE	0x02	0x0FAE	0x4FAE	12	0.417	0.583	3.585	d8c2853dcdc15e4d44e1e526	...=..^MD..&
0x008FC1	0x02	0x0FC1	0x4FC1	8	0.25	0.25	3.0	04190a0377e1e526	....w..&
0x008FD0	0x02	0x0FD0	0x4FD0	8	0.25	0.25	3.0	05190a0377e1e526	....w..&
0x008FDF	0x02	0x0FDF	0x4FDF	8	0.25	0.25	3.0	1c190a0377e1e526	....w..&
0x008FEE	0x02	0x0FEE	0x4FEE	28	0.357	0.393	4.423	1d190a0377e12cd1c39f4fd5cde57f211ac23601233693233661d1d5	....w.,...O....!..6.#6.#6a..
0x009010	0x02	0x1010	0x5010	10	0.1	0.2	2.922	29111e1e19d1010118cd	).........
0x00901B	0x02	0x101B	0x501B	14	0.5	0.286	3.325	03211ac23601233693233661d1d5	.!..6.#6.#6a..
0x00902F	0x02	0x102F	0x502F	10	0.1	0.2	3.122	29111f1e19d1010118cd	).........
0x00903A	0x02	0x103A	0x503A	9	0.111	0.556	3.17	03cde57fd11cc3974f	........O
0x009047	0x02	0x1047	0x5047	11	0.273	0.364	3.278	11c20551f04ff601e04f1e	...Q.O...O.
0x00906A	0x02	0x106A	0x506A	12	0.5	0.5	3.585	d8c2853dcd2b5f4d44e1e526	...=.+_MD..&
0x00907D	0x02	0x107D	0x507D	8	0.25	0.25	3.0	04190a0377e1e526	....w..&
0x00908C	0x02	0x108C	0x508C	8	0.25	0.25	3.0	05190a0377e1e526	....w..&
0x00909B	0x02	0x109B	0x509B	8	0.25	0.25	3.0	1c190a0377e1e526	....w..&
0x0090AA	0x02	0x10AA	0x50AA	28	0.393	0.357	4.423	1d190a0377e12cd1c35b50d5cde57f211ac23601233693233661d1d5	....w.,..[P....!..6.#6.#6a..
0x0090CC	0x02	0x10CC	0x50CC	10	0.1	0.2	2.922	29111e1e19d1010118cd	).........
0x0090D7	0x02	0x10D7	0x50D7	14	0.5	0.286	3.325	03211ac23601233693233661d1d5	.!..6.#6.#6a..
0x0090EB	0x02	0x10EB	0x50EB	10	0.1	0.2	3.122	29111f1e19d1010118cd	).........
0x0090F6	0x02	0x10F6	0x50F6	12	0.25	0.5	3.585	03cde57fd11cc35350f04fe6	.......SP.O.
0x009106	0x02	0x1106	0x5106	21	0.333	0.524	3.916	cdc2b7c211513e01c31251afcd253de830c9e8f03e	.....Q>...Q..%=.0...>
0x00913A	0x02	0x113A	0x513A	9	0.556	0.333	2.948	c24051cd6504cd7574	.@Q.e..ut
0x009144	0x02	0x1144	0x5144	12	0.5	0.417	3.585	0e77cd95383cc87db4ca6351	.w..8<.}..cQ
0x00915B	0x02	0x115B	0x515B	9	0.556	0.333	3.17	cd75383cc8c342541e	.u8<..BT.
0x009166	0x02	0x1166	0x5166	15	0.4	0.467	3.774	0e7ee604ca7551afea38c85fc3bd51	.~...uQ..8._..Q
0x009176	0x02	0x1176	0x5176	16	0.375	0.438	3.875	0e7ee608ca86513e02ea38c85fc3bd51	.~....Q>..8._..Q
0x009187	0x02	0x1187	0x5187	16	0.375	0.438	3.875	0e7ee602ca97513e03ea38c85fc3bd51	.~....Q>..8._..Q
0x009198	0x02	0x1198	0x5198	17	0.353	0.471	3.852	0e7ee601caa8513e01ea38c85fc3bd51d5	.~....Q>..8._..Q.
0x0091B4	0x02	0x11B4	0x51B4	10	0.5	0.5	3.122	38c8cd6a5acd7871d1d5	8..jZ.xq..
0x0091BF	0x02	0x11BF	0x51BF	10	0.4	0.5	3.122	39c82138c8becae9511e	9.!8....Q.
0x0091D9	0x02	0x11D9	0x51D9	8	0.0	0.625	2.5	03c2f606ea03c2cd	........
0x0091E4	0x02	0x11E4	0x51E4	9	0.333	0.667	2.948	38c8ea39c8cdf74dd1	8..9...M.
0x0091EE	0x02	0x11EE	0x51EE	9	0.222	0.222	3.17	0e7ee610ca1f521e04	.~....R..
0x0091F8	0x02	0x11F8	0x51F8	8	0.5	0.375	3.0	38c85f3e02cd9067	8._>...g
0x009201	0x02	0x1201	0x5201	21	0.571	0.333	3.975	4ac8b7c20a52c34254211ac23626233682233672cd	J....R.BT!..6&#6.#6r.
0x009220	0x02	0x1220	0x5220	9	0.556	0.333	3.17	0e7ee640ca3c53d521	.~.@.<S.!
0x00922B	0x02	0x122B	0x522B	33	0.485	0.303	4.438	e53e03ea9ac3cd3b7fcd487fe17db4c25152211ac23636233632233662110314	.>.....;..H..}..QR!..66#62#6b...!
0x009256	0x02	0x1256	0x5256	22	0.591	0.318	4.061	cd8e3de640ca2653cd6504211ac236242336da233675	..=.@.&S.e.!..6$#6.#6u
0x009275	0x02	0x1275	0x5275	8	0.5	0.375	2.75	09bec27d52c35652	...}R.VR
0x009289	0x02	0x1289	0x5289	17	0.529	0.118	3.572	3a211ac236052336da23367e0e031e1421	:!..6.#6.#6~....!
0x0092B0	0x02	0x12B0	0x52B0	16	0.25	0.5	3.375	11840719e5214554e5cd3a15c1c1c1c1	.....!ET..:.....
0x0092CD	0x02	0x12CD	0x52CD	13	0.385	0.538	3.393	e5214f54e5cd3a15c1c1c3e952	.!OT..:.....R
0x0092DF	0x02	0x12DF	0x52DF	10	0.4	0.5	2.722	e5215454e5cd3a15c1c1	.!TT..:...
0x0092F6	0x02	0x12F6	0x52F6	13	0.385	0.462	3.393	e5215854e5cd3a15c1c1c31253	.!XT..:.....S
0x009308	0x02	0x1308	0x5308	21	0.286	0.429	4.071	e5215c54e5cd3a15c1c13e01ea9ac32e03e50e141e	.!\T..:...>..........
0x00931E	0x02	0x131E	0x531E	24	0.625	0.333	3.97	afcd323cc1c35652cd734f211ac23636233671233663e1cd	..2<..VR.sO!..66#6q#6c..
0x00933D	0x02	0x133D	0x533D	20	0.5	0.35	3.822	0e7ee680caef53d5211ac2363623360c23365ecd	.~....S.!..66#6.#6^.
0x009354	0x02	0x1354	0x5354	18	0.056	0.778	3.53	dac7b7caa053afea1ec2ea1dc2afea1fc2f3	.....S............
0x00936F	0x02	0x136F	0x536F	20	0.2	0.6	3.646	cde57fcd213b3ee4ea1ec2ea1dc23ee0ea1fc2f3	....!;>.......>.....
0x00938C	0x02	0x138C	0x538C	14	0.571	0.214	3.182	cde57f211ac2363123367f23367c	...!..61#6.#6|
0x0093CB	0x02	0x13CB	0x53CB	17	0.471	0.412	3.572	60c8eaeac7211ac236052336be233646cd	`....!..6.#6.#6F.
0x0093E0	0x02	0x13E0	0x53E0	16	0.375	0.625	4.0	4ac8b7c2e953c34254d5afcdd84bd17b	J....S.BT....K.{
0x00940D	0x02	0x140D	0x540D	12	0.5	0.417	3.418	4ac8b7c21654c34254cd376d	J....T.BT.7m
0x00941A	0x02	0x141A	0x541A	10	0.6	0.3	3.122	01c22154c34254cd5778	..!T.BT.Wx
0x00942B	0x02	0x142B	0x542B	16	0.625	0.375	3.078	ca3554b7c23b54c34254c33b54c32d51	.5T..;T.BT.;T.-Q
0x00943F	0x02	0x143F	0x543F	15	0.733	0.2	3.14	c32d51e810c925642f25642f256420	.-Q...%d/%d/%d 
0x009479	0x02	0x1479	0x5479	16	0.312	0.562	3.578	6bc8ea71c83e01ea7dc8f1c5cd045ac1	k..q.>..}.....Z.
0x00948B	0x02	0x148B	0x548B	9	0.222	0.667	3.17	2004afea7dc8c5d5e5	 ...}....
0x009495	0x02	0x1495	0x5495	11	0.364	0.545	3.459	38c85f3e01cd9067e1d1c1	8._>...g...
0x009522	0x02	0x1522	0x5522	12	0.333	0.167	3.252	0328043e0118023e02ea7cc8	.(.>...>..|.
0x00953A	0x02	0x153A	0x553A	10	0.4	0.5	3.322	2813c5d5cd595fd1c167	(....Y_..g
0x009545	0x02	0x1545	0x5545	11	0.455	0.364	3.278	57c8bc20053e01ea58c879	W.. .>..X.y
0x009551	0x02	0x1551	0x5551	11	0.273	0.273	3.278	012803af18023e01ea4bc8	.(....>..K.
0x00955D	0x02	0x155D	0x555D	9	0.444	0.444	2.113	0cc2cb3fcb3fcb3f67	...?.?.?g
0x009567	0x02	0x1567	0x5567	61	0.459	0.213	4.334	0ec2cb3fcb3fcb3f6f78b728093d28103d28173d281e7cd602677dd6046f181e	...?.?.?ox.(.=(.=(.=(.|..g}..o..|..g}..o..|..g}..o..|..g}..o.
0x0095BA	0x02	0x15BA	0x55BA	16	0.375	0.188	3.75	01280c3e33cd2e1518053e01ea7dc80e	.(.>3.....>..}..
0x0095D0	0x02	0x15D0	0x55D0	9	0.333	0.444	3.17	ca6558e5c57ce61f06	.eX..|...
0x0095F5	0x02	0x15F5	0x55F5	20	0.5	0.4	3.746	9809c178b7280c3dca99563dca37573dcac85779	...x.(.=..V=.7W=..Wy
0x009622	0x02	0x1622	0x5622	13	0.308	0.615	3.7	d8c2813de5c1cdef5e545de101	...=....^T]..
0x009632	0x02	0x1632	0x5632	18	0.333	0.389	3.572	1cc9e6012804e60228267bea1fc97aea20c9	....(...(&{...z. .
0x00964B	0x02	0x164B	0x564B	13	0.385	0.538	2.719	1ec9ea22c97dea23c97cea24c9	"..."".}.#.|.$."
0x009659	0x02	0x1659	0x5659	17	0.294	0.471	3.22	1cc9f601ea1cc918247bea25c97aea26c9	........${.%.z.&.
0x009671	0x02	0x1671	0x5671	13	0.385	0.538	2.719	1ec9ea28c97dea29c97cea2ac9	...(.}.).|.*.
0x00967F	0x02	0x167F	0x567F	8	0.0	0.625	2.5	1cc9f602ea1cc9f3	........
0x009690	0x02	0x1690	0x5690	11	0.364	0.545	3.459	c1e17cc60267c36558c5e5	..|..g.eX..
0x0096AD	0x02	0x16AD	0x56AD	11	0.364	0.545	3.096	197dea70c87cea71c8d1e1	.}.p.|.q...
0x0096C0	0x02	0x16C0	0x56C0	13	0.231	0.615	3.7	d8c2c60be5c1cdef5e545de101	........^T]..
0x0096D0	0x02	0x16D0	0x56D0	18	0.333	0.389	3.572	1cc9e6012804e60228267bea1fc97aea20c9	....(...(&{...z. .
0x0096E9	0x02	0x16E9	0x56E9	13	0.385	0.538	2.719	1ec9ea22c97dea23c97cea24c9	"..."".}.#.|.$."
0x0096F7	0x02	0x16F7	0x56F7	17	0.294	0.471	3.22	1cc9f601ea1cc918247bea25c97aea26c9	........${.%.z.&.
0x00970F	0x02	0x170F	0x570F	13	0.385	0.538	2.719	1ec9ea28c97dea29c97cea2ac9	...(.}.).|.*.
0x00971D	0x02	0x171D	0x571D	8	0.0	0.625	2.5	1cc9f602ea1cc9f3	........
0x00972E	0x02	0x172E	0x572E	10	0.5	0.4	3.322	c1e17dc6026fc3655879	..}..o.eXy
0x009751	0x02	0x1751	0x5751	13	0.308	0.615	3.7	d8c2813de5c1cdef5e545de101	...=....^T]..
0x009761	0x02	0x1761	0x5761	18	0.333	0.389	3.572	1cc9e6012804e60228267bea1fc97aea20c9	....(...(&{...z. .
0x00977A	0x02	0x177A	0x577A	13	0.385	0.538	2.719	1ec9ea22c97dea23c97cea24c9	"..."".}.#.|.$."
0x009788	0x02	0x1788	0x5788	17	0.294	0.471	3.22	1cc9f601ea1cc918247bea25c97aea26c9	........${.%.z.&.
0x0097A0	0x02	0x17A0	0x57A0	13	0.385	0.538	2.719	1ec9ea28c97dea29c97cea2ac9	...(.}.).|.*.
0x0097AE	0x02	0x17AE	0x57AE	8	0.0	0.625	2.5	1cc9f602ea1cc9f3	........
0x0097BF	0x02	0x17BF	0x57BF	11	0.364	0.545	3.459	c1e17cc60267c36558c5e5	..|..g.eX..
0x0097DC	0x02	0x17DC	0x57DC	11	0.364	0.545	3.096	197dea72c87cea73c8d1e1	.}.r.|.s...
0x0097EF	0x02	0x17EF	0x57EF	13	0.231	0.615	3.7	d8c2d602e5c1cdef5e545de101	........^T]..
0x0097FF	0x02	0x17FF	0x57FF	18	0.333	0.389	3.572	1cc9e6012804e60228267bea1fc97aea20c9	....(...(&{...z. .
0x009818	0x02	0x1818	0x5818	13	0.385	0.538	2.719	1ec9ea22c97dea23c97cea24c9	"..."".}.#.|.$."
0x009826	0x02	0x1826	0x5826	17	0.294	0.471	3.22	1cc9f601ea1cc918247bea25c97aea26c9	........${.%.z.&.
